MSZoning,LotArea,Street,Neighborhood,BldgType,OverallQual,OverallCond,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleCondition,SalePrice
RL,9600,Pave,NWAmes,1Fam,7,5,HdBoard,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1164,1164,Y,1164,0,0,1164,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1969,Unf,2,528,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,140000
RL,12438,Pave,StoneBr,1Fam,8,5,VinylSd,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1234,1234,Y,1264,1312,0,2576,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006,Fin,3,666,TA,TA,Y,324,100,0,0,0,NA,NA,NA,0,7,Partial,361919
RM,7630,Pave,OldTown,2fmCon,5,9,Wd Sdng,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,360,360,Y,1032,780,0,1812,0,0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,1999,Unf,2,672,TA,TA,N,344,0,40,0,0,NA,MnPrv,NA,0,5,Normal,140000
RL,8400,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,712,Unf,0,761,1473,Y,1484,0,0,1484,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2004,RFn,2,606,TA,TA,Y,0,35,0,0,0,NA,NA,NA,0,5,Normal,213000
RM,5600,Pave,IDOTRR,2fmCon,4,5,VinylSd,Fa,Fa,Slab,NA,NA,NA,NA,0,NA,0,0,0,N,372,720,0,1092,0,0,2,0,3,2,Fa,7,Mod,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,0,0,0,NA,NA,Othr,3500,7,Normal,55000
RL,115149,Pave,ClearCr,1Fam,7,5,Plywood,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,Y,1824,0,0,1824,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971,Unf,2,739,TA,TA,Y,380,48,0,0,0,NA,NA,NA,0,6,Normal,302000
RL,6240,Pave,NridgHt,TwnhsE,8,5,MetalSd,Gd,TA,PConc,Gd,TA,No,GLQ,863,Unf,0,461,1324,Y,1324,0,0,1324,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,Fin,2,550,TA,TA,Y,192,38,0,0,0,NA,NA,NA,0,12,Normal,254000
RL,9018,Pave,Gilbert,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,728,728,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007,Fin,2,400,TA,TA,Y,100,24,0,0,0,NA,NA,NA,0,7,Partial,179540
RL,7162,Pave,Sawyer,1Fam,5,7,HdBoard,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,876,876,Y,904,0,0,904,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1966,Unf,1,408,TA,TA,Y,0,0,0,0,0,NA,MnPrv,NA,0,12,Abnorml,109900
RL,4130,Pave,BrkSide,1Fam,3,6,VinylSd,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,270,270,Y,729,0,0,729,0,0,1,0,2,1,TA,5,Maj2,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,0,0,0,NA,NA,NA,0,7,Normal,52000
C (all),8712,Pave,IDOTRR,1Fam,4,7,MetalSd,TA,TA,Stone,TA,TA,Mn,Unf,0,Unf,0,859,859,Y,859,319,0,1178,0,0,1,0,2,1,TA,7,Typ,0,NA,Detchd,1964,RFn,1,384,TA,TA,N,68,0,98,0,0,NA,NA,NA,0,1,Abnorml,102776
RL,4671,Pave,StoneBr,TwnhsE,8,5,HdBoard,Gd,TA,PConc,Gd,TA,Mn,GLQ,767,Unf,0,461,1228,Y,1228,0,0,1228,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988,Fin,2,472,TA,TA,Y,168,120,0,0,0,NA,NA,NA,0,10,Normal,189000
RL,9873,Pave,BrkSide,2fmCon,4,5,HdBoard,TA,TA,CBlock,TA,TA,Av,ALQ,789,Unf,0,171,960,N,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1970,Unf,2,576,TA,TA,Y,0,288,0,0,0,NA,NA,NA,0,5,Normal,129000
RL,13517,Pave,Sawyer,1Fam,6,8,HdBoard,Gd,TA,CBlock,TA,TA,No,GLQ,533,Unf,0,192,725,Y,725,754,0,1479,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1976,RFn,2,475,TA,TA,Y,0,44,0,0,0,NA,NA,NA,0,3,Normal,130500
RL,10140,Pave,NWAmes,1Fam,6,5,HdBoard,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1064,1064,Y,1350,0,0,1350,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974,RFn,2,478,TA,TA,Y,0,0,0,0,0,NA,MnPrv,NA,0,8,Normal,165000
RM,10800,Pave,OldTown,1Fam,7,8,Wd Sdng,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,718,Y,1576,978,0,2554,0,0,1,1,3,1,TA,8,Typ,0,NA,Detchd,1996,Unf,2,704,TA,TA,P,0,48,143,0,0,NA,NA,NA,0,7,Normal,159500
RL,10000,Pave,NWAmes,1Fam,5,6,HdBoard,TA,TA,CBlock,Gd,TA,No,BLQ,1084,Unf,0,92,1176,Y,1178,0,0,1178,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973,Unf,2,439,TA,TA,Y,224,0,0,0,0,NA,MnPrv,NA,0,11,Normal,157000
RL,10542,Pave,NoRidge,1Fam,7,5,Wd Sdng,Gd,TA,PConc,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,Y,1325,1093,0,2418,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993,RFn,3,983,TA,TA,Y,250,154,216,0,0,NA,NA,NA,0,8,Normal,341000
RL,9920,Pave,CollgCr,1Fam,5,6,HdBoard,TA,TA,CBlock,Gd,TA,Gd,ALQ,523,Unf,0,448,971,Y,971,0,0,971,0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969,Unf,1,300,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,5,Normal,128500
RL,6563,Pave,StoneBr,1Fam,8,5,HdBoard,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,Y,1742,0,0,1742,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985,RFn,2,564,TA,TA,Y,114,28,234,0,0,NA,NA,NA,0,12,Normal,275000
RM,4426,Pave,CollgCr,TwnhsE,6,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,NA,Attchd,2004,RFn,2,420,TA,TA,Y,160,0,0,0,0,NA,NA,NA,0,5,Normal,143000
RL,8120,Pave,NAmes,1Fam,4,7,MetalSd,TA,Gd,CBlock,TA,TA,No,ALQ,191,Unf,0,673,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1994,Unf,2,463,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,124500
RL,8172,Pave,Edwards,1Fam,4,6,MetalSd,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,941,941,Y,997,473,0,1470,0,0,2,0,4,1,TA,7,Typ,0,NA,Detchd,1958,Unf,1,548,TA,TA,Y,0,0,0,156,0,NA,NA,NA,0,5,Normal,135000
RL,13286,Pave,Edwards,1Fam,9,5,CemntBd,Ex,TA,PConc,Ex,TA,No,GLQ,1234,Unf,0,464,1698,Y,1698,0,0,1698,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007,Fin,3,768,TA,TA,Y,327,64,0,0,0,NA,NA,NA,0,2,Normal,320000
RL,6960,Pave,NAmes,1Fam,4,6,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,375,BLQ,239,250,864,Y,864,0,0,864,0,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1989,Unf,2,660,TA,TA,Y,96,0,0,0,0,NA,NA,Shed,500,11,Normal,120500
RL,21695,Pave,Crawfor,1Fam,6,9,Wd Sdng,Gd,Gd,CBlock,Gd,TA,No,GLQ,808,Unf,0,72,880,Y,1680,0,0,1680,1,0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988,Fin,2,540,TA,TA,Y,292,44,0,0,0,NA,NA,NA,0,12,Normal,222000
RL,7314,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,724,Unf,0,508,1232,Y,1232,0,0,1232,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2007,RFn,2,632,TA,TA,Y,132,0,0,0,0,NA,NA,NA,0,2,Normal,194500
RL,11475,Pave,NAmes,Duplex,5,5,VinylSd,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1584,1584,Y,1776,0,0,1776,1,0,2,0,4,2,TA,9,Typ,0,NA,Detchd,1968,Unf,3,888,TA,TA,Y,0,25,0,0,0,NA,NA,NA,0,7,Abnorml,110000
RM,6240,Pave,IDOTRR,1Fam,4,5,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,152,Unf,0,628,780,Y,848,0,360,1208,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1962,Unf,2,539,TA,TA,Y,0,23,112,0,0,NA,NA,NA,0,1,Normal,103000
RL,5389,Pave,StoneBr,TwnhsE,8,5,CemntBd,Gd,TA,PConc,Gd,TA,No,GLQ,1180,Unf,0,415,1595,Y,1616,0,0,1616,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995,RFn,2,608,TA,TA,Y,237,152,0,0,0,NA,NA,NA,0,3,Normal,236500
RL,9590,Pave,Timber,1Fam,7,5,VinylSd,Gd,TA,PConc,Ex,TA,Av,GLQ,786,Unf,0,82,868,Y,1146,0,0,1146,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003,Fin,2,438,TA,TA,Y,160,22,0,0,0,NA,NA,NA,0,5,Normal,187500
RL,11404,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,ALQ,252,Unf,0,901,1153,Y,1153,878,0,2031,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998,Fin,2,541,TA,TA,Y,192,84,0,0,0,NA,NA,NA,0,7,Normal,222500
RL,10000,Pave,Sawyer,1Fam,5,6,HdBoard,TA,TA,CBlock,TA,TA,No,BLQ,594,Unf,0,270,864,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961,RFn,1,264,TA,TA,Y,165,0,0,0,0,NA,GdWo,Shed,400,3,Normal,131400
RL,8978,Pave,Sawyer,1Fam,5,5,Plywood,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,948,948,Y,948,0,0,948,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1968,Unf,1,300,TA,TA,Y,147,0,0,0,0,NA,NA,NA,0,5,Family,108000
RM,10800,Pave,OldTown,1Fam,7,7,Wd Sdng,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,880,N,880,888,0,1768,0,0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1914,Unf,2,320,TA,TA,N,0,341,0,0,0,NA,NA,NA,0,10,Normal,163000
RL,8544,Pave,NAmes,Duplex,3,4,Stucco,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,N,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,1949,Unf,2,400,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,93500
RL,10463,Pave,Gilbert,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,893,893,Y,901,900,0,1801,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,3,800,TA,TA,Y,0,116,0,0,0,NA,NA,NA,0,6,Normal,239900
RL,10800,Pave,Edwards,Duplex,5,5,Plywood,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,Y,1200,0,0,1200,3,0,3,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,120,0,0,0,0,NA,NA,NA,0,3,Alloca,179000
RL,9313,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,864,864,Y,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2004,RFn,2,572,TA,TA,Y,187,56,0,0,0,NA,NA,NA,0,4,Normal,190000
RM,9600,Pave,OldTown,1Fam,5,7,Wd Sdng,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,264,Y,768,664,0,1432,0,0,2,0,2,1,TA,7,Typ,0,NA,Detchd,1910,Unf,2,360,TA,Gd,Y,270,0,112,0,0,NA,GdPrv,NA,0,5,Abnorml,132000
RL,6768,Pave,Sawyer,1Fam,6,8,HdBoard,TA,Gd,CBlock,TA,TA,Mn,GLQ,832,Unf,0,80,912,Y,912,0,0,912,1,1,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1962,Unf,1,288,TA,TA,Y,168,0,0,0,0,NA,GdPrv,NA,0,5,Normal,142000
RL,8450,Pave,SawyerW,1Fam,7,5,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1349,1349,Y,1349,0,0,1349,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,2000,Unf,2,539,TA,TA,Y,120,55,0,0,0,NA,GdPrv,NA,0,12,Normal,179000
RL,12886,Pave,Sawyer,1Fam,5,6,HdBoard,TA,TA,CBlock,Gd,TA,Av,ALQ,444,Unf,0,76,520,Y,1464,0,0,1464,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997,RFn,2,480,TA,TA,Y,302,0,0,100,0,NA,NA,NA,0,10,Normal,175000
RL,5395,Pave,StoneBr,TwnhsE,8,5,HdBoard,Gd,TA,PConc,Gd,TA,No,GLQ,733,Unf,0,604,1337,Y,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993,RFn,2,462,TA,TA,Y,96,0,70,0,0,NA,NA,NA,0,10,Normal,180000
RL,8963,Pave,NWAmes,1Fam,8,9,VinylSd,Ex,Gd,CBlock,TA,Gd,No,GLQ,575,ALQ,80,487,1142,Y,1175,1540,0,2715,0,1,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994,Fin,2,831,TA,TA,Y,0,204,0,0,0,NA,NA,NA,0,7,Normal,299800
RL,8795,Pave,Gilbert,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,652,952,Y,980,1276,0,2256,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000,Fin,2,554,TA,TA,Y,224,54,0,0,0,NA,NA,NA,0,4,Normal,236000
RM,11700,Pave,OldTown,1Fam,7,7,Stucco,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,N,1320,1320,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950,Unf,4,864,TA,TA,N,181,0,386,0,0,NA,NA,NA,0,5,Normal,265979
RL,10593,Pave,NoRidge,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,919,Unf,0,801,1720,Y,1720,0,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996,Fin,2,527,TA,TA,Y,240,56,154,0,0,NA,NA,NA,0,3,Normal,260400
RL,8405,Pave,Edwards,1Fam,4,3,WdShing,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,N,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,0,NA,Detchd,1945,Unf,1,240,TA,TA,N,92,0,185,0,0,NA,NA,NA,0,4,Normal,98000
RM,8800,Pave,OldTown,1Fam,4,7,Wd Sdng,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,Y,792,348,0,1140,0,0,1,0,3,1,TA,7,Min2,0,NA,NA,NA,NA,0,0,NA,NA,N,0,160,0,0,0,NA,NA,NA,0,6,Normal,96500
RL,7750,Pave,Gilbert,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,660,660,Y,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2003,Fin,2,400,TA,TA,Y,0,48,0,0,0,NA,NA,NA,0,8,Normal,162000
RL,9236,Pave,CollgCr,1Fam,6,5,VinylSd,TA,Gd,PConc,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,Y,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1997,RFn,2,576,TA,TA,Y,168,27,0,0,0,NA,NA,NA,0,7,Normal,217000
RL,10240,Pave,NridgHt,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,Y,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005,RFn,3,878,TA,TA,Y,192,52,0,0,0,NA,NA,NA,0,3,Normal,275500
RL,7930,Pave,NAmes,1Fam,6,8,Plywood,TA,TA,CBlock,TA,TA,No,GLQ,439,LwQ,472,115,1026,Y,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1969,RFn,2,440,TA,TA,Y,171,48,0,0,0,NA,NA,NA,0,7,Normal,156000
FV,3230,Pave,Somerst,TwnhsE,6,5,MetalSd,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,0,348,729,Y,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,0,24,0,0,0,NA,NA,NA,0,3,Normal,172500
RL,10769,Pave,CollgCr,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,846,866,Y,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2007,RFn,2,578,TA,TA,Y,144,105,0,0,0,NA,NA,NA,0,4,Normal,212000
RL,11616,Pave,Sawyer,1Fam,6,5,HdBoard,TA,TA,CBlock,TA,TA,Mn,Rec,438,Unf,0,234,672,Y,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,335,0,0,0,0,NA,GdPrv,NA,0,4,Abnorml,158900
FV,2280,Pave,Somerst,Twnhs,7,5,MetalSd,TA,TA,PConc,Gd,TA,No,ALQ,549,Unf,0,195,744,Y,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,8,Normal,179400
RL,12257,Pave,NoRidge,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,Y,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995,RFn,3,752,TA,TA,Y,222,98,0,0,0,NA,NA,NA,0,11,Normal,290000
RL,9100,Pave,NAmes,1Fam,6,6,Wd Sdng,TA,TA,CBlock,TA,TA,No,Rec,612,Unf,0,252,864,Y,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2008,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,NA,NA,Shed,450,10,Normal,127500
RM,6911,Pave,BrkSide,1Fam,5,5,Wd Sdng,TA,TA,PConc,TA,TA,Mn,LwQ,405,Unf,0,740,1145,Y,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,NA,Detchd,1965,Unf,2,440,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,10,Normal,100000
FV,8640,Pave,Somerst,1Fam,7,5,VinylSd,TA,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,0,732,756,Y,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2009,Unf,2,614,TA,TA,Y,169,45,0,0,0,NA,NA,NA,0,6,Normal,215200
RL,9430,Pave,NoRidge,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,Y,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999,RFn,3,856,TA,TA,Y,0,128,0,180,0,NA,NA,NA,0,7,Normal,337000
RL,9549,Pave,Veenker,TwnhsE,8,5,BrkFace,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Y,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995,Fin,2,481,TA,TA,Y,0,30,0,216,0,NA,NA,NA,0,4,Normal,270000
RL,14587,Pave,Somerst,1Fam,9,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1498,1498,Y,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,Fin,2,592,TA,TA,Y,0,174,0,0,0,NA,NA,NA,0,8,Partial,264132
RL,10421,Pave,NWAmes,1Fam,7,5,HdBoard,TA,TA,CBlock,Gd,TA,No,GLQ,394,Unf,0,586,980,Y,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988,Unf,2,496,TA,TA,Y,228,66,156,0,0,NA,MnPrv,Shed,500,3,Normal,196500
RL,12508,Pave,Mitchel,1Fam,6,7,VinylSd,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,Y,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,NA,Attchd,1989,Unf,1,423,TA,TA,Y,245,0,156,0,0,NA,NA,Shed,1300,7,Normal,160000
RL,9100,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,Y,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,484,TA,TA,Y,120,33,0,0,0,NA,NA,NA,0,10,Normal,216837
RL,53504,Pave,StoneBr,1Fam,8,5,CemntBd,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416,Unf,0,234,1650,Y,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003,Fin,3,841,TA,TA,Y,503,36,0,210,0,NA,NA,NA,0,6,Normal,538000
RL,7252,Pave,Sawyer,1Fam,5,5,Wd Sdng,TA,TA,CBlock,Gd,TA,Av,GLQ,685,Unf,0,173,858,Y,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1983,Unf,2,576,TA,TA,Y,120,0,0,0,0,NA,NA,NA,0,4,Normal,134900
RL,8877,Pave,Edwards,1Fam,4,5,Wd Sdng,TA,TA,CBlock,Fa,Fa,No,LwQ,836,Unf,0,0,836,Y,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1951,Unf,2,396,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,4,Normal,102000
RL,7819,Pave,Edwards,1Fam,6,5,Plywood,TA,TA,CBlock,TA,TA,Av,ALQ,422,BLQ,127,480,1029,Y,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976,Unf,2,672,TA,TA,Y,144,0,0,0,0,NA,MnPrv,NA,0,3,Abnorml,107000
RL,10150,Pave,NAmes,1Fam,5,5,Wd Sdng,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,Y,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1958,RFn,1,275,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,114500
RL,14226,Pave,NridgHt,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,Y,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006,Fin,3,895,TA,TA,Y,315,45,0,0,0,NA,NA,NA,0,7,Partial,395000
RM,4500,Pave,Mitchel,TwnhsE,6,5,VinylSd,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,Y,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1998,Fin,2,412,TA,TA,Y,0,247,0,0,0,NA,NA,NA,0,6,Normal,162000
RL,11210,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,Y,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,RFn,3,865,TA,TA,Y,144,59,0,0,0,NA,NA,NA,0,7,Partial,221500
RL,13350,Pave,Sawyer,1Fam,5,5,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,Y,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974,Unf,2,440,TA,TA,Y,241,0,0,0,0,NA,MnPrv,NA,0,6,Normal,142500
RH,8400,Pave,SawyerW,Duplex,5,5,Plywood,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Y,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977,Unf,2,630,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,10,Normal,144000
RL,10530,Pave,Mitchel,Duplex,6,5,Plywood,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,Y,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,1977,Unf,2,504,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,5,Normal,135000
RL,7875,Pave,Gilbert,1Fam,7,5,HdBoard,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,Y,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995,Fin,2,402,TA,TA,Y,220,21,0,0,0,NA,NA,NA,0,6,Normal,176000
RL,7153,Pave,SawyerW,1Fam,6,5,VinylSd,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,Y,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1992,RFn,2,484,TA,TA,Y,0,124,0,0,0,NA,NA,NA,0,7,Normal,175900
RL,16285,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,Y,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2001,RFn,2,605,TA,TA,Y,0,33,0,0,0,NA,NA,NA,0,6,Normal,187100
RL,9101,Pave,Mitchel,1Fam,5,6,Plywood,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,Y,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978,Fin,2,602,TA,TA,Y,303,30,0,0,0,NA,NA,NA,0,7,Normal,165500
